Nordeste Segurança,Projetos e Automação de Sistemas de Segurança,Petrópolis,(84) 4006-4300,"Av Afonso Pena, 1220",59020-065
Yolanda Material De Construção,Casa de Material de Construção,Nossa Senhora da Apresentação,(84) 3664-2169,"Av Santarém, 312",59114-200
Game Station,"Organização de Eventos, Formaturas e Feiras Comerciais",Tirol,(84) 3222-1480,"Av Bernardo Vieira, 3775 - lj-220 pi-2",59015-900
Posto Senador Praia Do Meio,Postos de Combustíveis,Rocas,(84) 3202-0077,"R Presidente Café Filho, 820",59010-810
Ce Criança,Escolas,Petrópolis,(84) 3221-3068,"R Trairi, 511",59020-150
Pousada Alamanda,Pousadas,Candelária,(84) 3206-7900,"R Frei Henrique de Coimbra, 3651",59065-200
Jacauna Decorações,Móveis em Geral,Tirol,(84) 3211-2424,"Av Prudente de Morais, 865",59020-505
Clínica José Marinho,Clínicos Gerais,Petrópolis,(84) 3221-3486,"R Seridó, 402",59020-010
Restaurante Carima,Restaurante,Tirol,(84) 3222-1399,"R Jundiaí, 328",59020-120
J A Pereira Locadora,Empresas Variadas,Planalto,(84) 3086-6004,"R Paracati, 108",59073-100
Microtech Informática De Comércio,Comércio de Produtos de Informática,Pitimbu,(84) 3086-7444,"R General Couto Magalhães, 101 - c-A",59069-510
Faculdada Católica Nossa Senhora Das Neves,Faculdades e Universidades,Alecrim,(84) 3344-4770,"Pc Pedro II, 1055",59030-400
Cyntia Cunha Ferraz,Ortodontistas e Ortopedistas Faciais,Lagoa Nova,(84) 3081-0021,"Av Bernardo Vieira, 3716",59056-045
Agenor Autopeças,Centros Automotivos,Alecrim,(84) 3223-6591,"R Presidente Sarmento, 498",59037-400
Shokante,Lojas de Roupas Unissex,Lagoa Nova,(84) 3201-1677,"Av Bernardo Vieira, 3660",59056-045
Sport Master,Lojas de Artigos Esportivos,Potengi,(84) 3214-4293,"Av Doutor João Medeiros Filho, 1835 - lj-5",59108-200
C A C A - Centro De Análises Clínicas Do Alecrim,Laboratórios de Análises Clínicas,Alecrim,(84) 3223-3595,"R Doutor Luiz Dutra, 302",59040-340
Drogaria E Conveniência Dose Certa,Farmácias e Drogarias,Potengi,(84) 3614-8741,"R Planalto Central, 1243",59127-410
Igreja Evangélica Assembléia De Deus,Igrejas e Templos,Nova Parnamirim,(84) 3608-3827,"Av Abel Cabral, 5",59151-250
Evviva Bertolini,Móveis Planejados,Petrópolis,(84) 3211-5476,"Av Hermes da Fonseca, 554",59020-000
Rg Salamanca,Corretoras do Mercado de Ações,Tirol,(84) 3211-9444,"Tv Joaquim Fagundes, 764 - lj-4",59020-435
Kuxixo,Lojas de Roupas Unissex,Alecrim,(84) 3213-2850,"R Leonel Leite, 1377",59037-820
Presence Móveis,Móveis em Geral,Cidade Alta,(84) 3344-3295,"Av Rio Branco, 683",59025-003
Sinal Verde,Serviços de Jardinagem e Paisagismo,Nova Parnamirim,(84) 3208-0861,"R Maria Lacerda Montenegro, 1738",59000-001
Montana Grill Express,Restaurante,Tirol,(84) 3646-3311,"Av Bernardo Vieira, 3775",59015-900
Metalart Comunicação Visual,Comunicação Visual,Felipe Camarão,(84) 3086-1662,"R São José da Barra, 760",59074-420
Panificadora Gomes,Padarias e Confeitarias,Cidade da Esperança,(84) 3205-2201,"R Adolfo Gordo, 2316",59070-100
Galileo Brasil Comércio E Serviços,Instalação e Manutenção Hidráulica,Lagoa Nova,(84) 3223-5877,"R São José, 1602 - s-113",59054-630
Veros Bar,Bares,Candelária,(84) 3207-3670,"R José Aguinaldo de Barros, 376",59066-220
Flat Pousada Praia,Hotéis,Ponta Negra,(84) 3082-6634,"Av Praia de Ponta Negra, 8956",59094-100
Games Extreme,Comércio e Aluguel de Artigos para Jogos em Geral,Tirol,(84) 3222-5395,"Av Hermes da Fonseca, 1596 - lj-10",59020-650
Zeus Concursos,Cursos Preparatórios para Concursos,Cidade Alta,(84) 2010-3248,"Av Rio Branco, 767",59025-003
Degustarela Pizzaria,Pizzarias,Dix-sept Rosado,(84) 3234-1018,"Av Amintas Barros, 1703",59054-145
Caixa Econômica Federal,Bancos,Capim Macio,(84) 3216-9100,"Av Senador Salgado Filho, 2233 - s-149",59078-901
Procon Municipal,Defesa do Consumidor,Capim Macio,(84) 3232-9050,"Av Engenheiro Roberto Freire, 8790",59082-400
Restaurante Piteu,Restaurante,Petrópolis,(84) 3202-1318,"R Potengi, 745",59020-030
Paraíso Das Bolsas,Comércio de Bolsas e Malas,Alecrim,(84) 3223-4804,"Av Coronel Estevam, 1355 - lj-24",59031-000
Alug Equipamentos P/ Eventos,Aluguel de Datashow e Telões,Nova Parnamirim,(84) 3208-0344,"R Expedicionário Manoel Lino, 119",59000-001
Kipão Seridó,Padarias e Confeitarias,Neópolis,(84) 3208-4585,"Av Ayrton Senna, 1069",59088-100
Eduarda Recepções,Buffet e Salões para Eventos e Festas,Igapó,(84) 3214-4678,"R João Evangelista, 10",59000-001
Lavanderia Pop Limp,Lavanderias,Nossa Senhora de Nazaré,(84) 3231-9218,"R Genar Wanderley, 63",59062-320
Executiva Digital,Assistência Técnica para Informática,Alecrim,(84) 3211-4525,"Av Almirante Alexandrino de Alencar, 1306",59031-350
Brasexport Consultoria Exportação,Importação e Exportação de Produtos e Serviços,Candelária,(84) 3234-1613,"R Jaguarari, 4990 - lj-1",59064-500
Cti - Central Técnica De Informática,Assistência Técnica para Informática,Lagoa Nova,(84) 3212-3323,"Av Amintas Barros, 2747",59054-830
White Clean Lavanderia Industrial,Lavanderias,Ponta Negra,(84) 3219-5129,"R Poeta Jaime Wanderley, 134",59092-512
Dpc Dista Norteriograndense,Lojas de Produtos de Limpeza,Dix-sept Rosado,(84) 3087-0250,"R dos Caicós, 1986",59052-700
Abav - Associação Bras Agências Viagens Rn,Agências de Turismo e Viagens,Cidade Alta,(84) 3221-5362,"R João Pessoa, 265 - s-601",59025-500
2ª Comp Polícia Do Quinto Batalhão,Delegacias de Polícia,Pitimbu,(84) 3232-2287,"R das Nogueiras, 7820",59067-510
Portales Empreendimentos,Construção Civil,Barro Vermelho,(84) 3082-6516,"R Romualdo Galvão, 688",59022-100
Existir Psicologia Clínica,Psicólogos,Petrópolis,(84) 3201-0077,"R Mipibu, 719",59020-250
Natal Registradora,Automação Comercial,Cidade Alta,(84) 3611-0445,"Av Rio Branco, 829 - And-1 s-108",59025-003
S&s Informática,Equipamentos e Acessórios de Informática,Dix-sept Rosado,(84) 3213-0295,"Av Interventor Mário Câmara, 1792 - s-6",59054-600
Futura Consultoria & Sistemas,Desenvolvimento de Softwares e Aplicativos,Candelária,(84) 2010-1695,"R dos Potiguares, 1",59064-280
Mundo Verde,Produtos Naturais,Capim Macio,(84) 3207-8889,"Av Engenheiro Roberto Freire, 2920",59080-900
Estrelão,Representantes de Produtos Alimentícios,Nossa Senhora de Nazaré,(84) 3223-8614,"Av Miguel Castro, 966",59062-000
Estação,Lanchonetes,Lagoa Nova,(84) 3234-9199,"R Romualdo Galvão, 1703",59056-100
Sabor Do Trigo,Padarias e Confeitarias,Candelária,(84) 3206-9817,"R Jaguarari, 4889",59064-500
Água Marilena,Atacado e Fabricação de Produtos Químicos,Bom Pastor,(84) 3653-4751,"R Matusalém, 112",59060-080
Mania De Vestir,Lojas de Roupas Unissex,Dix-sept Rosado,(84) 3213-5758,"R Manoel Felipe, 2076",59054-190
Elisabete Cruz Faustino Torres,Pediatras e Pediatria,Tirol,(84) 3222-5201,"R Jundiaí, 350",59020-120
Drogaria Amadeus,Farmácias e Drogarias,Lagoa Nova,(84) 3203-2071,"Av Rui Barbosa, 1845",59075-300
Boa Viagem Câmbio,Casas de Câmbio,Capim Macio,(84) 2226-6610,"Av Engenheiro Roberto Freire, 2920 - lj-71",59080-900
Contabilidata,Contadores e Escritórios de Contabilidade,Ponta Negra,(84) 3219-2085,"R Praia de Manibu, 8809",59094-280
